user_id,event_time,event_name,step_order,session_id
u0013,2026-04-02,activated,5,s0013
u0014,2026-04-02,signup,1,s0014
u0014,2026-04-02,workspace_created,2,s0014
u0014,2026-04-02,invite_sent,3,s0014
u0014,2026-04-02,project_created,4,s0014
u0014,2026-04-02,activated,5,s0014
u0015,2026-04-02,signup,1,s0015
u0015,2026-04-02,workspace_created,2,s0015
u0015,2026-04-02,invite_sent,3,s0015
u0015,2026-04-02,project_created,4,s0015
u0015,2026-04-02,activated,5,s0015
u0016,2026-04-02,signup,1,s0016
u0016,2026-04-02,workspace_created,2,s0016
u0016,2026-04-02,invite_sent,3,s0016
u0016,2026-04-02,project_created,4,s0016
u0016,2026-04-02,activated,5,s0016
u0017,2026-04-02,signup,1,s0017
u0017,2026-04-02,workspace_created,2,s0017
u0017,2026-04-02,invite_sent,3,s0017
u0018,2026-04-02,signup,1,s0018
u0018,2026-04-02,workspace_created,2,s0018
u0018,2026-04-02,invite_sent,3,s0018
u0019,2026-04-02,signup,1,s0019
u0019,2026-04-02,workspace_created,2,s0019
u0019,2026-04-02,invite_sent,3,s0019
u0020,2026-04-02,signup,1,s0020
u0020,2026-04-02,workspace_created,2,s0020
u0020,2026-04-02,invite_sent,3,s0020
u0020,2026-04-02,project_created,4,s0020
u0020,2026-04-02,activated,5,s0020
u0021,2026-04-02,signup,1,s0021
u0021,2026-04-02,workspace_created,2,s0021
u0021,2026-04-02,invite_sent,3,s0021
u0021,2026-04-02,project_created,4,s0021
u0021,2026-04-02,activated,5,s0021
u0022,2026-04-02,signup,1,s0022
u0022,2026-04-02,workspace_created,2,s0022
u0022,2026-04-02,invite_sent,3,s0022
u0022,2026-04-02,project_created,4,s0022
u0022,2026-04-02,activated,5,s0022
u0023,2026-04-02,signup,1,s0023
u0023,2026-04-02,workspace_created,2,s0023
u0023,2026-04-02,invite_sent,3,s0023
u0023,2026-04-02,project_created,4,s0023
u0023,2026-04-02,activated,5,s0023
u0024,2026-04-02,signup,1,s0024
u0024,2026-04-02,workspace_created,2,s0024
u0024,2026-04-02,invite_sent,3,s0024
u0024,2026-04-02,project_created,4,s0024
u0024,2026-04-02,activated,5,s0024
u0025,2026-04-03,signup,1,s0025
u0025,2026-04-03,workspace_created,2,s0025
u0025,2026-04-03,invite_sent,3,s0025
u0025,2026-04-03,project_created,4,s0025
u0025,2026-04-03,activated,5,s0025
u0026,2026-04-03,signup,1,s0026
u0026,2026-04-03,workspace_created,2,s0026
u0026,2026-04-03,invite_sent,3,s0026
u0026,2026-04-03,project_created,4,s0026
u0026,2026-04-03,activated,5,s0026
u0027,2026-04-03,signup,1,s0027
u0027,2026-04-03,workspace_created,2,s0027
u0027,2026-04-03,invite_sent,3,s0027
u0028,2026-04-03,signup,1,s0028
u0028,2026-04-03,workspace_created,2,s0028
u0028,2026-04-03,invite_sent,3,s0028
u0029,2026-04-03,signup,1,s0029
u0029,2026-04-03,workspace_created,2,s0029
u0029,2026-04-03,invite_sent,3,s0029
u0030,2026-04-03,signup,1,s0030
u0030,2026-04-03,workspace_created,2,s0030
u0030,2026-04-03,invite_sent,3,s0030
u0030,2026-04-03,project_created,4,s0030
u0030,2026-04-03,activated,5,s0030
u0031,2026-04-03,signup,1,s0031
u0031,2026-04-03,workspace_created,2,s0031
u0031,2026-04-03,invite_sent,3,s0031
u0031,2026-04-03,project_created,4,s0031
u0031,2026-04-03,activated,5,s0031
u0032,2026-04-03,signup,1,s0032
u0032,2026-04-03,workspace_created,2,s0032
u0032,2026-04-03,invite_sent,3,s0032
u0032,2026-04-03,project_created,4,s0032
u0032,2026-04-03,activated,5,s0032
u0033,2026-04-03,signup,1,s0033
u0033,2026-04-03,workspace_created,2,s0033
u0033,2026-04-03,invite_sent,3,s0033
u0033,2026-04-03,project_created,4,s0033
u0033,2026-04-03,activated,5,s0033
u0034,2026-04-03,signup,1,s0034
u0034,2026-04-03,workspace_created,2,s0034
u0034,2026-04-03,invite_sent,3,s0034
u0034,2026-04-03,project_created,4,s0034
u0034,2026-04-03,activated,5,s0034
u0035,2026-04-03,signup,1,s0035
u0035,2026-04-03,workspace_created,2,s0035
u0035,2026-04-03,invite_sent,3,s0035
u0035,2026-04-03,project_created,4,s0035
u0035,2026-04-03,activated,5,s0035
u0036,2026-04-03,signup,1,s0036
u0036,2026-04-03,workspace_created,2,s0036
u0036,2026-04-03,invite_sent,3,s0036
u0036,2026-04-03,project_created,4,s0036
u0036,2026-04-03,activated,5,s0036
u0037,2026-04-04,signup,1,s0037
u0037,2026-04-04,workspace_created,2,s0037
u0037,2026-04-04,invite_sent,3,s0037
u0038,2026-04-04,signup,1,s0038
u0038,2026-04-04,workspace_created,2,s0038
u0038,2026-04-04,invite_sent,3,s0038
u0039,2026-04-04,signup,1,s0039
u0039,2026-04-04,workspace_created,2,s0039
u0039,2026-04-04,invite_sent,3,s0039
u0040,2026-04-04,signup,1,s0040
u0040,2026-04-04,workspace_created,2,s0040
u0040,2026-04-04,invite_sent,3,s0040
u0040,2026-04-04,project_created,4,s0040
u0040,2026-04-04,activated,5,s0040
u0041,2026-04-04,signup,1,s0041
u0041,2026-04-04,workspace_created,2,s0041
u0041,2026-04-04,invite_sent,3,s0041
u0041,2026-04-04,project_created,4,s0041
u0041,2026-04-04,activated,5,s0041
u0042,2026-04-04,signup,1,s0042
u0042,2026-04-04,workspace_created,2,s0042
u0042,2026-04-04,invite_sent,3,s0042
u0042,2026-04-04,project_created,4,s0042
u0042,2026-04-04,activated,5,s0042
u0043,2026-04-04,signup,1,s0043
u0043,2026-04-04,workspace_created,2,s0043
u0043,2026-04-04,invite_sent,3,s0043
u0043,2026-04-04,project_created,4,s0043
u0043,2026-04-04,activated,5,s0043
u0044,2026-04-04,signup,1,s0044
u0044,2026-04-04,workspace_created,2,s0044
u0044,2026-04-04,invite_sent,3,s0044
u0044,2026-04-04,project_created,4,s0044
u0044,2026-04-04,activated,5,s0044
u0045,2026-04-04,signup,1,s0045
u0045,2026-04-04,workspace_created,2,s0045
u0045,2026-04-04,invite_sent,3,s0045
u0045,2026-04-04,project_created,4,s0045
u0045,2026-04-04,activated,5,s0045
u0046,2026-04-04,signup,1,s0046
u0046,2026-04-04,workspace_created,2,s0046
u0046,2026-04-04,invite_sent,3,s0046
u0046,2026-04-04,project_created,4,s0046
u0046,2026-04-04,activated,5,s0046
u0047,2026-04-04,signup,1,s0047
u0047,2026-04-04,workspace_created,2,s0047
u0047,2026-04-04,invite_sent,3,s0047
u0048,2026-04-04,signup,1,s0048
u0048,2026-04-04,workspace_created,2,s0048
u0048,2026-04-04,invite_sent,3,s0048
u0049,2026-04-05,signup,1,s0049
u0049,2026-04-05,workspace_created,2,s0049
u0049,2026-04-05,invite_sent,3,s0049
u0050,2026-04-05,signup,1,s0050
u0050,2026-04-05,workspace_created,2,s0050
u0050,2026-04-05,invite_sent,3,s0050
u0050,2026-04-05,project_created,4,s0050
u0050,2026-04-05,activated,5,s0050
u0051,2026-04-05,signup,1,s0051
u0051,2026-04-05,workspace_created,2,s0051
u0051,2026-04-05,invite_sent,3,s0051
u0051,2026-04-05,project_created,4,s0051
u0051,2026-04-05,activated,5,s0051
u0052,2026-04-05,signup,1,s0052
u0052,2026-04-05,workspace_created,2,s0052
u0052,2026-04-05,invite_sent,3,s0052
u0052,2026-04-05,project_created,4,s0052
u0052,2026-04-05,activated,5,s0052
u0053,2026-04-05,signup,1,s0053
u0053,2026-04-05,workspace_created,2,s0053
u0053,2026-04-05,invite_sent,3,s0053
u0053,2026-04-05,project_created,4,s0053
u0053,2026-04-05,activated,5,s0053
u0054,2026-04-05,signup,1,s0054
u0054,2026-04-05,workspace_created,2,s0054
u0054,2026-04-05,invite_sent,3,s0054
u0054,2026-04-05,project_created,4,s0054
u0054,2026-04-05,activated,5,s0054
u0055,2026-04-05,signup,1,s0055
u0055,2026-04-05,workspace_created,2,s0055
u0055,2026-04-05,invite_sent,3,s0055
u0055,2026-04-05,project_created,4,s0055
u0055,2026-04-05,activated,5,s0055
u0056,2026-04-05,signup,1,s0056
u0056,2026-04-05,workspace_created,2,s0056
u0056,2026-04-05,invite_sent,3,s0056
u0056,2026-04-05,project_created,4,s0056
u0056,2026-04-05,activated,5,s0056
u0057,2026-04-05,signup,1,s0057
u0057,2026-04-05,workspace_created,2,s0057
u0057,2026-04-05,invite_sent,3,s0057
u0058,2026-04-05,signup,1,s0058
u0058,2026-04-05,workspace_created,2,s0058
u0058,2026-04-05,invite_sent,3,s0058
u0059,2026-04-05,signup,1,s0059
u0059,2026-04-05,workspace_created,2,s0059
u0059,2026-04-05,invite_sent,3,s0059
u0060,2026-04-05,signup,1,s0060
u0060,2026-04-05,workspace_created,2,s0060
u0060,2026-04-05,invite_sent,3,s0060
u0060,2026-04-05,project_created,4,s0060
u0060,2026-04-05,activated,5,s0060
u0061,2026-04-06,signup,1,s0061
u0061,2026-04-06,workspace_created,2,s0061
u0061,2026-04-06,invite_sent,3,s0061
u0061,2026-04-06,project_created,4,s0061
u0061,2026-04-06,activated,5,s0061
u0062,2026-04-06,signup,1,s0062
u0062,2026-04-06,workspace_created,2,s0062
u0062,2026-04-06,invite_sent,3,s0062
u0062,2026-04-06,project_created,4,s0062
u0062,2026-04-06,activated,5,s0062
u0063,2026-04-06,signup,1,s0063
u0063,2026-04-06,workspace_created,2,s0063
u0063,2026-04-06,invite_sent,3,s0063
u0063,2026-04-06,project_created,4,s0063
u0063,2026-04-06,activated,5,s0063
u0064,2026-04-06,signup,1,s0064
u0064,2026-04-06,workspace_created,2,s0064
u0064,2026-04-06,invite_sent,3,s0064
u0064,2026-04-06,project_created,4,s0064
u0064,2026-04-06,activated,5,s0064
u0065,2026-04-06,signup,1,s0065
u0065,2026-04-06,workspace_created,2,s0065
u0065,2026-04-06,invite_sent,3,s0065
u0065,2026-04-06,project_created,4,s0065
u0065,2026-04-06,activated,5,s0065
u0066,2026-04-06,signup,1,s0066
u0066,2026-04-06,workspace_created,2,s0066
u0066,2026-04-06,invite_sent,3,s0066
u0066,2026-04-06,project_created,4,s0066
u0066,2026-04-06,activated,5,s0066
u0067,2026-04-06,signup,1,s0067
u0067,2026-04-06,workspace_created,2,s0067
u0067,2026-04-06,invite_sent,3,s0067
u0068,2026-04-06,signup,1,s0068
u0068,2026-04-06,workspace_created,2,s0068
u0068,2026-04-06,invite_sent,3,s0068
u0069,2026-04-06,signup,1,s0069
u0069,2026-04-06,workspace_created,2,s0069
u0069,2026-04-06,invite_sent,3,s0069
u0070,2026-04-06,signup,1,s0070
u0070,2026-04-06,workspace_created,2,s0070
u0070,2026-04-06,invite_sent,3,s0070
u0070,2026-04-06,project_created,4,s0070
u0070,2026-04-06,activated,5,s0070
u0071,2026-04-06,signup,1,s0071
u0071,2026-04-06,workspace_created,2,s0071
u0071,2026-04-06,invite_sent,3,s0071
u0071,2026-04-06,project_created,4,s0071
u0071,2026-04-06,activated,5,s0071
u0072,2026-04-06,signup,1,s0072
u0072,2026-04-06,workspace_created,2,s0072
u0072,2026-04-06,invite_sent,3,s0072
u0072,2026-04-06,project_created,4,s0072
u0072,2026-04-06,activated,5,s0072
u0073,2026-04-07,signup,1,s0073
u0073,2026-04-07,workspace_created,2,s0073
u0073,2026-04-07,invite_sent,3,s0073
u0073,2026-04-07,project_created,4,s0073
u0073,2026-04-07,activated,5,s0073
u0074,2026-04-07,signup,1,s0074
u0074,2026-04-07,workspace_created,2,s0074
u0074,2026-04-07,invite_sent,3,s0074
u0074,2026-04-07,project_created,4,s0074
u0074,2026-04-07,activated,5,s0074
u0075,2026-04-07,signup,1,s0075
u0075,2026-04-07,workspace_created,2,s0075
u0075,2026-04-07,invite_sent,3,s0075
u0075,2026-04-07,project_created,4,s0075
u0075,2026-04-07,activated,5,s0075
u0076,2026-04-07,signup,1,s0076
u0076,2026-04-07,workspace_created,2,s0076
u0076,2026-04-07,invite_sent,3,s0076
u0076,2026-04-07,project_created,4,s0076
u0076,2026-04-07,activated,5,s0076
u0077,2026-04-07,signup,1,s0077
u0077,2026-04-07,workspace_created,2,s0077
u0077,2026-04-07,invite_sent,3,s0077
u0078,2026-04-07,signup,1,s0078
u0078,2026-04-07,workspace_created,2,s0078
u0078,2026-04-07,invite_sent,3,s0078
u0079,2026-04-07,signup,1,s0079
u0079,2026-04-07,workspace_created,2,s0079
u0079,2026-04-07,invite_sent,3,s0079
u0080,2026-04-07,signup,1,s0080
u0080,2026-04-07,workspace_created,2,s0080
u0080,2026-04-07,invite_sent,3,s0080
u0080,2026-04-07,project_created,4,s0080
u0080,2026-04-07,activated,5,s0080
u0081,2026-04-07,signup,1,s0081
u0081,2026-04-07,workspace_created,2,s0081
u0081,2026-04-07,invite_sent,3,s0081
u0081,2026-04-07,project_created,4,s0081
u0081,2026-04-07,activated,5,s0081
u0082,2026-04-07,signup,1,s0082
u0082,2026-04-07,workspace_created,2,s0082
u0082,2026-04-07,invite_sent,3,s0082
u0082,2026-04-07,project_created,4,s0082
u0082,2026-04-07,activated,5,s0082
u0083,2026-04-07,signup,1,s0083
u0083,2026-04-07,workspace_created,2,s0083
u0083,2026-04-07,invite_sent,3,s0083
u0083,2026-04-07,project_created,4,s0083
u0083,2026-04-07,activated,5,s0083
u0084,2026-04-07,signup,1,s0084
u0084,2026-04-07,workspace_created,2,s0084
u0084,2026-04-07,invite_sent,3,s0084
u0084,2026-04-07,project_created,4,s0084
u0084,2026-04-07,activated,5,s0084
u0085,2026-04-08,signup,1,s0085
u0085,2026-04-08,workspace_created,2,s0085
u0085,2026-04-08,invite_sent,3,s0085
u0085,2026-04-08,project_created,4,s0085
u0085,2026-04-08,activated,5,s0085
u0086,2026-04-08,signup,1,s0086
u0086,2026-04-08,workspace_created,2,s0086
u0086,2026-04-08,invite_sent,3,s0086
u0086,2026-04-08,project_created,4,s0086
u0086,2026-04-08,activated,5,s0086
u0087,2026-04-08,signup,1,s0087
u0087,2026-04-08,workspace_created,2,s0087
u0087,2026-04-08,invite_sent,3,s0087
u0088,2026-04-08,signup,1,s0088
u0088,2026-04-08,workspace_created,2,s0088
u0088,2026-04-08,invite_sent,3,s0088
u0089,2026-04-08,signup,1,s0089
u0089,2026-04-08,workspace_created,2,s0089
u0089,2026-04-08,invite_sent,3,s0089
u0090,2026-04-08,signup,1,s0090
u0090,2026-04-08,workspace_created,2,s0090
u0090,2026-04-08,invite_sent,3,s0090
u0090,2026-04-08,project_created,4,s0090
u0090,2026-04-08,activated,5,s0090
u0091,2026-04-08,signup,1,s0091
u0091,2026-04-08,workspace_created,2,s0091
u0091,2026-04-08,invite_sent,3,s0091
u0091,2026-04-08,project_created,4,s0091
u0091,2026-04-08,activated,5,s0091
u0092,2026-04-08,signup,1,s0092
u0092,2026-04-08,workspace_created,2,s0092
u0092,2026-04-08,invite_sent,3,s0092
u0092,2026-04-08,project_created,4,s0092
u0092,2026-04-08,activated,5,s0092
u0093,2026-04-08,signup,1,s0093
u0093,2026-04-08,workspace_created,2,s0093
u0093,2026-04-08,invite_sent,3,s0093
u0093,2026-04-08,project_created,4,s0093
u0093,2026-04-08,activated,5,s0093
u0094,2026-04-08,signup,1,s0094
u0094,2026-04-08,workspace_created,2,s0094
u0094,2026-04-08,invite_sent,3,s0094
u0094,2026-04-08,project_created,4,s0094
u0094,2026-04-08,activated,5,s0094
u0095,2026-04-08,signup,1,s0095
u0095,2026-04-08,workspace_created,2,s0095
u0095,2026-04-08,invite_sent,3,s0095
u0095,2026-04-08,project_created,4,s0095
u0095,2026-04-08,activated,5,s0095
u0096,2026-04-08,signup,1,s0096
u0096,2026-04-08,workspace_created,2,s0096
u0096,2026-04-08,invite_sent,3,s0096
u0096,2026-04-08,project_created,4,s0096
u0096,2026-04-08,activated,5,s0096
u0097,2026-04-09,signup,1,s0097
u0097,2026-04-09,workspace_created,2,s0097
u0097,2026-04-09,invite_sent,3,s0097
u0098,2026-04-09,signup,1,s0098
u0098,2026-04-09,workspace_created,2,s0098
u0098,2026-04-09,invite_sent,3,s0098
u0099,2026-04-09,signup,1,s0099
u0099,2026-04-09,workspace_created,2,s0099
u0099,2026-04-09,invite_sent,3,s0099
u0100,2026-04-09,signup,1,s0100
u0100,2026-04-09,workspace_created,2,s0100
u0100,2026-04-09,invite_sent,3,s0100
u0100,2026-04-09,project_created,4,s0100
u0100,2026-04-09,activated,5,s0100
u0101,2026-04-09,signup,1,s0101
u0101,2026-04-09,workspace_created,2,s0101
u0101,2026-04-09,invite_sent,3,s0101
u0101,2026-04-09,project_created,4,s0101
u0101,2026-04-09,activated,5,s0101
u0102,2026-04-09,signup,1,s0102
u0102,2026-04-09,workspace_created,2,s0102
u0102,2026-04-09,invite_sent,3,s0102
u0102,2026-04-09,project_created,4,s0102
u0102,2026-04-09,activated,5,s0102
u0103,2026-04-09,signup,1,s0103
u0103,2026-04-09,workspace_created,2,s0103
u0103,2026-04-09,invite_sent,3,s0103
u0103,2026-04-09,project_created,4,s0103
u0103,2026-04-09,activated,5,s0103
u0104,2026-04-09,signup,1,s0104
u0104,2026-04-09,workspace_created,2,s0104
u0104,2026-04-09,invite_sent,3,s0104
u0104,2026-04-09,project_created,4,s0104
u0104,2026-04-09,activated,5,s0104
u0105,2026-04-09,signup,1,s0105
u0105,2026-04-09,workspace_created,2,s0105
u0105,2026-04-09,invite_sent,3,s0105
u0105,2026-04-09,project_created,4,s0105
u0105,2026-04-09,activated,5,s0105
u0106,2026-04-09,signup,1,s0106
u0106,2026-04-09,workspace_created,2,s0106
u0106,2026-04-09,invite_sent,3,s0106
u0106,2026-04-09,project_created,4,s0106
u0106,2026-04-09,activated,5,s0106
u0107,2026-04-09,signup,1,s0107
u0107,2026-04-09,workspace_created,2,s0107
u0107,2026-04-09,invite_sent,3,s0107
u0108,2026-04-09,signup,1,s0108
u0108,2026-04-09,workspace_created,2,s0108
u0108,2026-04-09,invite_sent,3,s0108
u0109,2026-04-10,signup,1,s0109
u0109,2026-04-10,workspace_created,2,s0109
u0109,2026-04-10,invite_sent,3,s0109
u0110,2026-04-10,signup,1,s0110
u0110,2026-04-10,workspace_created,2,s0110
u0110,2026-04-10,invite_sent,3,s0110
u0110,2026-04-10,project_created,4,s0110
u0110,2026-04-10,activated,5,s0110
u0111,2026-04-10,signup,1,s0111
u0111,2026-04-10,workspace_created,2,s0111
u0111,2026-04-10,invite_sent,3,s0111
u0111,2026-04-10,project_created,4,s0111
u0111,2026-04-10,activated,5,s0111
u0112,2026-04-10,signup,1,s0112
u0112,2026-04-10,workspace_created,2,s0112
u0112,2026-04-10,invite_sent,3,s0112
u0112,2026-04-10,project_created,4,s0112
u0112,2026-04-10,activated,5,s0112
u0113,2026-04-10,signup,1,s0113
u0113,2026-04-10,workspace_created,2,s0113
u0113,2026-04-10,invite_sent,3,s0113
u0113,2026-04-10,project_created,4,s0113
u0113,2026-04-10,activated,5,s0113
u0114,2026-04-10,signup,1,s0114
u0114,2026-04-10,workspace_created,2,s0114
u0114,2026-04-10,invite_sent,3,s0114
u0114,2026-04-10,project_created,4,s0114
u0114,2026-04-10,activated,5,s0114
u0115,2026-04-10,signup,1,s0115
u0115,2026-04-10,workspace_created,2,s0115
u0115,2026-04-10,invite_sent,3,s0115
u0115,2026-04-10,project_created,4,s0115
u0115,2026-04-10,activated,5,s0115
u0116,2026-04-10,signup,1,s0116
u0116,2026-04-10,workspace_created,2,s0116
u0116,2026-04-10,invite_sent,3,s0116
u0116,2026-04-10,project_created,4,s0116
u0116,2026-04-10,activated,5,s0116
u0117,2026-04-10,signup,1,s0117
u0117,2026-04-10,workspace_created,2,s0117
u0117,2026-04-10,invite_sent,3,s0117
u0118,2026-04-10,signup,1,s0118
u0118,2026-04-10,workspace_created,2,s0118
u0118,2026-04-10,invite_sent,3,s0118
u0119,2026-04-10,signup,1,s0119
u0119,2026-04-10,workspace_created,2,s0119
u0119,2026-04-10,invite_sent,3,s0119
u0120,2026-04-10,signup,1,s0120
u0120,2026-04-10,workspace_created,2,s0120
u0120,2026-04-10,invite_sent,3,s0120
u0120,2026-04-10,project_created,4,s0120
u0120,2026-04-10,activated,5,s0120
u0121,2026-04-11,signup,1,s0121
u0121,2026-04-11,workspace_created,2,s0121
u0121,2026-04-11,invite_sent,3,s0121
u0121,2026-04-11,project_created,4,s0121
u0121,2026-04-11,activated,5,s0121
u0122,2026-04-11,signup,1,s0122
u0122,2026-04-11,workspace_created,2,s0122
u0122,2026-04-11,invite_sent,3,s0122
u0122,2026-04-11,project_created,4,s0122
u0122,2026-04-11,activated,5,s0122
u0123,2026-04-11,signup,1,s0123
u0123,2026-04-11,workspace_created,2,s0123
u0123,2026-04-11,invite_sent,3,s0123
u0123,2026-04-11,project_created,4,s0123
u0123,2026-04-11,activated,5,s0123
u0124,2026-04-11,signup,1,s0124
u0124,2026-04-11,workspace_created,2,s0124
u0124,2026-04-11,invite_sent,3,s0124
u0124,2026-04-11,project_created,4,s0124
u0124,2026-04-11,activated,5,s0124
u0125,2026-04-11,signup,1,s0125
u0125,2026-04-11,workspace_created,2,s0125
u0125,2026-04-11,invite_sent,3,s0125
u0125,2026-04-11,project_created,4,s0125
u0125,2026-04-11,activated,5,s0125
u0126,2026-04-11,signup,1,s0126
u0126,2026-04-11,workspace_created,2,s0126
u0126,2026-04-11,invite_sent,3,s0126
u0126,2026-04-11,project_created,4,s0126
u0126,2026-04-11,activated,5,s0126
u0127,2026-04-11,signup,1,s0127
u0127,2026-04-11,workspace_created,2,s0127
u0127,2026-04-11,invite_sent,3,s0127
u0128,2026-04-11,signup,1,s0128
u0128,2026-04-11,workspace_created,2,s0128
u0128,2026-04-11,invite_sent,3,s0128
u0129,2026-04-11,signup,1,s0129
u0129,2026-04-11,workspace_created,2,s0129
u0129,2026-04-11,invite_sent,3,s0129
u0130,2026-04-11,signup,1,s0130
u0130,2026-04-11,workspace_created,2,s0130
u0130,2026-04-11,invite_sent,3,s0130
u0130,2026-04-11,project_created,4,s0130
u0130,2026-04-11,activated,5,s0130
u0131,2026-04-11,signup,1,s0131
u0131,2026-04-11,workspace_created,2,s0131
u0131,2026-04-11,invite_sent,3,s0131
u0131,2026-04-11,project_created,4,s0131
u0131,2026-04-11,activated,5,s0131
u0132,2026-04-11,signup,1,s0132
u0132,2026-04-11,workspace_created,2,s0132
u0132,2026-04-11,invite_sent,3,s0132
u0132,2026-04-11,project_created,4,s0132
u0132,2026-04-11,activated,5,s0132
u0133,2026-04-12,signup,1,s0133
u0133,2026-04-12,workspace_created,2,s0133
u0133,2026-04-12,invite_sent,3,s0133
u0133,2026-04-12,project_created,4,s0133
u0133,2026-04-12,activated,5,s0133
u0134,2026-04-12,signup,1,s0134
u0134,2026-04-12,workspace_created,2,s0134
u0134,2026-04-12,invite_sent,3,s0134
u0134,2026-04-12,project_created,4,s0134
u0134,2026-04-12,activated,5,s0134
u0135,2026-04-12,signup,1,s0135
u0135,2026-04-12,workspace_created,2,s0135
u0135,2026-04-12,invite_sent,3,s0135
u0135,2026-04-12,project_created,4,s0135
u0135,2026-04-12,activated,5,s0135
u0136,2026-04-12,signup,1,s0136
u0136,2026-04-12,workspace_created,2,s0136
u0136,2026-04-12,invite_sent,3,s0136
u0136,2026-04-12,project_created,4,s0136
u0136,2026-04-12,activated,5,s0136
u0137,2026-04-12,signup,1,s0137
u0137,2026-04-12,workspace_created,2,s0137
u0137,2026-04-12,invite_sent,3,s0137
u0138,2026-04-12,signup,1,s0138
u0138,2026-04-12,workspace_created,2,s0138
u0138,2026-04-12,invite_sent,3,s0138
u0139,2026-04-12,signup,1,s0139
u0139,2026-04-12,workspace_created,2,s0139
u0139,2026-04-12,invite_sent,3,s0139
u0140,2026-04-12,signup,1,s0140
u0140,2026-04-12,workspace_created,2,s0140
u0140,2026-04-12,invite_sent,3,s0140
u0140,2026-04-12,project_created,4,s0140
u0140,2026-04-12,activated,5,s0140
u0141,2026-04-12,signup,1,s0141
u0141,2026-04-12,workspace_created,2,s0141
u0141,2026-04-12,invite_sent,3,s0141
u0141,2026-04-12,project_created,4,s0141
u0141,2026-04-12,activated,5,s0141
u0142,2026-04-12,signup,1,s0142
u0142,2026-04-12,workspace_created,2,s0142
u0142,2026-04-12,invite_sent,3,s0142
u0142,2026-04-12,project_created,4,s0142
u0142,2026-04-12,activated,5,s0142
u0143,2026-04-12,signup,1,s0143
u0143,2026-04-12,workspace_created,2,s0143
u0143,2026-04-12,invite_sent,3,s0143
u0143,2026-04-12,project_created,4,s0143
u0143,2026-04-12,activated,5,s0143
u0144,2026-04-12,signup,1,s0144
u0144,2026-04-12,workspace_created,2,s0144
u0144,2026-04-12,invite_sent,3,s0144
u0144,2026-04-12,project_created,4,s0144
u0144,2026-04-12,activated,5,s0144
u0145,2026-04-13,signup,1,s0145
u0145,2026-04-13,workspace_created,2,s0145
u0145,2026-04-13,invite_sent,3,s0145
u0145,2026-04-13,project_created,4,s0145
u0145,2026-04-13,activated,5,s0145
u0146,2026-04-13,signup,1,s0146
u0146,2026-04-13,workspace_created,2,s0146
u0146,2026-04-13,invite_sent,3,s0146
u0146,2026-04-13,project_created,4,s0146
u0146,2026-04-13,activated,5,s0146
u0147,2026-04-13,signup,1,s0147
u0147,2026-04-13,workspace_created,2,s0147
